Time,Open,High,Low,Close
2025-06-27 04:20:00,3293.84,3294.95,3292.9,3294.89
2025-06-27 04:25:00,3294.94,3295.36,3293.81,3294.15
2025-06-27 04:30:00,3294.2,3295.11,3293.56,3293.98
2025-06-27 04:35:00,3294.02,3296.73,3293.17,3296.54
2025-06-27 04:40:00,3296.62,3297.54,3295.59,3296.19
2025-06-27 04:45:00,3296.16,3297.22,3295.72,3295.72
2025-06-27 04:50:00,3295.65,3296.49,3294.22,3295.44
2025-06-27 04:55:00,3295.27,3295.48,3293.14,3293.93
2025-06-27 05:00:00,3294,3296.33,3293.82,3295.37
2025-06-27 05:05:00,3295.28,3295.62,3293.17,3293.22
2025-06-27 05:10:00,3293.15,3293.74,3289.23,3293.74
2025-06-27 05:15:00,3293.81,3299.44,3293.27,3296.75
2025-06-27 05:20:00,3296.56,3297.24,3294.14,3295.74
2025-06-27 05:25:00,3295.61,3298.23,3295.3,3298.23
2025-06-27 05:30:00,3298.37,3298.7,3295.23,3298.54
2025-06-27 05:35:00,3298.53,3299.39,3297.22,3298.71
2025-06-27 05:40:00,3298.82,3300.81,3298.41,3300.74
2025-06-27 05:45:00,3300.75,3300.96,3296.72,3296.97
2025-06-27 05:50:00,3297.07,3299.94,3296.67,3298.14
2025-06-27 05:55:00,3298.07,3298.07,3296.02,3297.16
2025-06-27 06:00:00,3297.46,3299.89,3293.88,3298.87
2025-06-27 06:05:00,3298.89,3298.89,3292.85,3293.04
2025-06-27 06:10:00,3292.9,3295.12,3292.73,3294.72
2025-06-27 06:15:00,3294.62,3296.61,3293.65,3295.43
2025-06-27 06:20:00,3295.48,3297.01,3293.62,3295.82
2025-06-27 06:25:00,3295.85,3296.41,3292.96,3294.66
2025-06-27 06:30:00,3294.57,3295.21,3291.68,3292.26
2025-06-27 06:35:00,3292.29,3292.78,3286.49,3287.54
2025-06-27 06:40:00,3287.44,3291.7,3286.84,3288.31
2025-06-27 06:45:00,3288.24,3290.48,3287.54,3289.78
2025-06-27 06:50:00,3289.89,3292.82,3289.7,3291.59
2025-06-27 06:55:00,3291.3,3295.89,3291.04,3294.96
2025-06-27 07:00:00,3295.03,3295.37,3291.16,3291.16
2025-06-27 07:05:00,3291.38,3291.62,3287.79,3288.15
2025-06-27 07:10:00,3288,3288.56,3286.89,3287.48
2025-06-27 07:15:00,3287.46,3288.03,3286.71,3286.74
2025-06-27 07:20:00,3286.73,3288.6,3283.83,3284.37
2025-06-27 07:25:00,3284.24,3289.77,3283.59,3289.18
2025-06-27 07:30:00,3289.26,3289.99,3287.56,3288.06
2025-06-27 07:35:00,3287.46,3289.26,3285.73,3286.26
2025-06-27 07:40:00,3285.99,3288.39,3285.01,3287.43
2025-06-27 07:45:00,3287.36,3287.65,3285.19,3286.9
2025-06-27 07:50:00,3286.99,3287.89,3286.13,3286.99
2025-06-27 07:55:00,3286.95,3287.17,3284.37,3284.37
2025-06-27 08:00:00,3284.39,3287.08,3284.39,3285.9
2025-06-27 08:05:00,3285.88,3287.92,3285.55,3287.2
2025-06-27 08:10:00,3287.21,3287.21,3282.44,3283.77
2025-06-27 08:15:00,3283.73,3287.5,3283.73,3285.98
2025-06-27 08:20:00,3285.92,3286.06,3281.92,3284.59
2025-06-27 08:25:00,3284.57,3285.27,3282.62,3283.43
2025-06-27 08:30:00,3283.46,3284.94,3282.94,3284.3
2025-06-27 08:35:00,3284.3,3284.81,3283.15,3284.47
2025-06-27 08:40:00,3284.24,3288.03,3284.18,3287.68
2025-06-27 08:45:00,3287.77,3290.19,3287.77,3289.97
2025-06-27 08:50:00,3290.14,3290.93,3288.53,3289.36
2025-06-27 08:55:00,3289.39,3291.11,3289.11,3289.49
2025-06-27 09:00:00,3289.48,3289.76,3288.1,3288.1
2025-06-27 09:05:00,3288.08,3289.52,3287.2,3288.41
2025-06-27 09:10:00,3288.53,3289.6,3285.48,3285.51
2025-06-27 09:15:00,3285.42,3287.56,3284.17,3287.25
2025-06-27 09:20:00,3287.24,3287.97,3285.33,3286.47
2025-06-27 09:25:00,3286.39,3288.39,3284.5,3285.64
2025-06-27 09:30:00,3285.65,3287.14,3285.03,3286.87
2025-06-27 09:35:00,3286.95,3288.98,3286.35,3287.53
2025-06-27 09:40:00,3287.75,3289.45,3287.1,3287.21
2025-06-27 09:45:00,3287.15,3287.95,3286.57,3287.4
2025-06-27 09:50:00,3287.48,3288.03,3285.3,3285.44
2025-06-27 09:55:00,3285.49,3285.57,3282.11,3282.75
2025-06-27 10:00:00,3282.78,3285.93,3282.54,3285.62
2025-06-27 10:05:00,3285.61,3290.49,3285.61,3289.54
2025-06-27 10:10:00,3289.62,3290.43,3288.38,3288.57
2025-06-27 10:15:00,3288.74,3290.65,3288.21,3290.34
2025-06-27 10:20:00,3290.36,3290.93,3286.59,3286.7
2025-06-27 10:25:00,3286.65,3288.71,3286.38,3287.4
2025-06-27 10:30:00,3287.42,3287.84,3286.74,3286.99
2025-06-27 10:35:00,3286.98,3287.56,3286.44,3287.2
2025-06-27 10:40:00,3287.21,3287.33,3283.48,3285.01
2025-06-27 10:45:00,3285.02,3285.36,3282.99,3283.18
